Order_ID,Customer_ID,Customer_Name,Product_Name,Category,Sub_Category,Region,State,City,Order_Date,Quantity,Sales,Profit,Discount
ORD6134,CUST7266,Susan Butler DDS,Keyboard,Technology,Keyboard,East,Delaware,Annfurt,2025-07-09,5,3649.54,523.99,0.37
ORD6135,CUST6505,Angela Long,Table,Furniture,Table,South,Montana,Lake Ericamouth,2024-09-03,7,4393.48,745.27,0.29
ORD6136,CUST5918,Hayley Scott,Monitor,Technology,Monitor,South,South Carolina,West Michaelstad,2024-03-20,5,2615.31,598.73,0.28
ORD6137,CUST3537,Nancy Sullivan,Chair,Furniture,Chair,South,Maryland,Mccoymouth,2024-10-18,9,3866.25,759.93,0.3
ORD6138,CUST9898,Derrick Floyd,Pen,Office Supplies,Pen,East,New Mexico,Mackfort,2024-01-30,4,396.73,48.69,0.08
ORD6139,CUST6383,Neil Adams,Folder,Office Supplies,Folder,East,Kentucky,East Daniel,2024-04-06,7,4989.3,513.65,0.2
ORD6140,CUST4331,Vanessa Page,Notebook,Office Supplies,Notebook,West,New Hampshire,New Nicole,2023-12-27,1,616.51,118.07,0.21
ORD6141,CUST6794,Jason Andrade,Desk,Furniture,Desk,East,Arizona,Lake Morgan,2026-01-26,9,4535.98,943.98,0.0
ORD6142,CUST1751,Michael Zavala,Table,Furniture,Table,East,Indiana,North Sheila,2026-05-01,1,3151.97,502.44,0.24
ORD6143,CUST1793,Colleen Martinez,Table,Furniture,Table,North,Michigan,Meadowsshire,2025-02-12,1,1264.89,125.6,0.03
ORD6144,CUST4645,Maria Hoffman,Notebook,Office Supplies,Notebook,South,Utah,New Steven,2024-03-20,9,1954.02,396.36,0.17
ORD6145,CUST4689,Stephanie Ruiz,Printer Paper,Office Supplies,Printer Paper,North,Louisiana,West Amanda,2023-07-11,3,1980.43,332.14,0.45
ORD6146,CUST2881,Marcus Chen,Keyboard,Technology,Keyboard,North,New Hampshire,Port Amanda,2025-03-10,9,4269.32,356.52,0.27
ORD6147,CUST3550,Jordan Bryan,Printer Paper,Office Supplies,Printer Paper,North,Hawaii,Angelamouth,2024-07-18,1,2548.37,564.29,0.35
ORD6148,CUST3106,Nicholas Duncan,Monitor,Technology,Monitor,South,Idaho,Guzmanview,2024-01-31,3,1920.09,490.48,0.14
ORD6149,CUST4892,Jacob Graves,Monitor,Technology,Monitor,West,Missouri,New Brenda,2025-05-01,1,2121.52,197.43,0.26
ORD6150,CUST7131,Joseph Morgan,Mouse,Technology,Mouse,East,Wisconsin,New Lynnborough,2024-09-08,9,102.39,23.12,0.44
ORD6151,CUST6841,Maurice Stephens,Chair,Furniture,Chair,West,New Hampshire,Lloydfurt,2024-12-04,1,4247.98,433.18,0.46
ORD6152,CUST8682,Joseph Young,Folder,Office Supplies,Folder,East,Wisconsin,West Seanport,2023-07-07,9,1462.72,118.61,0.1
ORD6153,CUST9685,Jake Johnson,Mouse,Technology,Mouse,East,Minnesota,North Peggy,2026-01-13,4,4822.24,267.54,0.14
ORD6154,CUST3691,Cynthia Edwards,Mouse,Technology,Mouse,West,North Dakota,Lewisport,2023-11-28,10,3845.06,339.5,0.49
ORD6155,CUST2868,Linda Jones,Monitor,Technology,Monitor,East,Vermont,Christianhaven,2024-06-24,6,2770.21,785.46,0.01
ORD6156,CUST1555,William Price,Sofa,Furniture,Sofa,East,Florida,Port Mark,2024-09-03,5,981.92,152.7,0.04
ORD6157,CUST6342,Mackenzie White,Chair,Furniture,Chair,East,Wisconsin,North Lindaview,2026-05-29,1,1724.34,427.64,0.46
ORD6158,CUST3788,Amy Davis,Laptop,Technology,Laptop,West,Hawaii,New Jessicaville,2025-12-19,4,2810.68,263.22,0.44
ORD6159,CUST1222,Andrew Boyle PhD,Keyboard,Technology,Keyboard,North,New Jersey,Susanmouth,2023-09-27,8,3583.78,1043.21,0.49
ORD6160,CUST4126,James Roth,Chair,Furniture,Chair,South,Delaware,Robertburgh,2024-12-21,1,1217.28,309.66,0.2
ORD6161,CUST1016,Dawn Wilson,Laptop,Technology,Laptop,South,Utah,South Austinview,2023-08-18,10,2283.62,654.4,0.27
ORD6162,CUST8577,Brittany Jackson DVM,Laptop,Technology,Laptop,East,Kansas,Lake Micheletown,2025-06-27,8,426.46,87.69,0.37
ORD6163,CUST5983,Thomas Mcneil,Keyboard,Technology,Keyboard,East,Texas,Banksland,2026-04-04,8,4971.51,256.81,0.3
ORD6164,CUST7359,Michael Mclean,Keyboard,Technology,Keyboard,East,New York,Coreyfort,2026-01-12,3,811.31,161.55,0.07
ORD6165,CUST4451,Rachel Vaughn,Table,Furniture,Table,South,Louisiana,Richardmouth,2024-10-01,5,2987.26,485.15,0.47
ORD6166,CUST8854,Zachary Garcia,Notebook,Office Supplies,Notebook,West,Michigan,Davidborough,2026-04-06,8,121.55,28.0,0.04
ORD6167,CUST8329,Pedro Hudson,Monitor,Technology,Monitor,East,Texas,Reneeport,2025-05-18,10,1305.87,370.94,0.15
ORD6168,CUST8125,Jimmy Bell,Chair,Furniture,Chair,West,California,Robertville,2025-12-16,10,4290.56,941.64,0.07
ORD6169,CUST6009,Joshua Atkins,Pen,Office Supplies,Pen,North,Florida,Port Austin,2025-10-12,3,3239.15,254.63,0.31
ORD6170,CUST7536,Brian Rodgers,Desk,Furniture,Desk,West,Illinois,Lake Natalie,2025-05-10,5,3349.39,704.55,0.12
ORD6171,CUST9525,Steven Ward,Notebook,Office Supplies,Notebook,East,Pennsylvania,Jeffreymouth,2024-06-17,5,2860.74,697.54,0.22
ORD6172,CUST9209,Steven Carey,Notebook,Office Supplies,Notebook,East,Utah,Lake Crystalfort,2024-04-19,9,4060.97,342.01,0.09
ORD6173,CUST4554,Peter Hoover,Folder,Office Supplies,Folder,North,Florida,Gilbertfurt,2025-03-12,3,988.37,276.41,0.01
ORD6174,CUST2176,Sonia Graves,Mouse,Technology,Mouse,North,Montana,Port Kenneth,2023-11-17,1,4690.62,1104.92,0.45
ORD6175,CUST1411,Jimmy Haynes,Sofa,Furniture,Sofa,South,Arizona,South Adam,2025-03-29,5,2487.86,377.99,0.41
ORD6176,CUST9759,Harry Snyder,Mouse,Technology,Mouse,South,Montana,Martinborough,2025-05-14,6,2151.64,602.94,0.09
ORD6177,CUST1026,Nicole Decker,Mouse,Technology,Mouse,North,California,West Carolyn,2025-03-30,2,948.13,118.68,0.16
ORD6178,CUST9684,Jacqueline Wiley,Notebook,Office Supplies,Notebook,North,New Jersey,East Patricia,2025-12-25,4,1108.55,106.55,0.22
ORD6179,CUST6662,Amy Chen,Desk,Furniture,Desk,East,Vermont,South Charles,2024-03-07,7,2758.31,263.48,0.12
ORD6180,CUST3390,Michael Nelson,Notebook,Office Supplies,Notebook,East,North Carolina,South Leonard,2025-04-08,10,590.98,162.16,0.21
ORD6181,CUST7262,James Allen,Pen,Office Supplies,Pen,North,Rhode Island,Bowersport,2025-08-20,5,3421.05,720.92,0.18
ORD6182,CUST8231,Zachary Mack,Notebook,Office Supplies,Notebook,West,Utah,Kathrynview,2024-03-01,6,2744.82,675.93,0.16
ORD6183,CUST9006,Andrea Mckee,Chair,Furniture,Chair,West,Montana,West Brett,2024-07-01,5,2234.49,376.18,0.4
ORD6184,CUST9323,Ronald Mays,Mouse,Technology,Mouse,South,Wyoming,New Royland,2024-09-20,6,689.24,103.45,0.47
ORD6185,CUST9531,Justin Faulkner,Laptop,Technology,Laptop,South,Oklahoma,New Michelleside,2025-06-24,2,779.31,55.74,0.04
ORD6186,CUST3622,Stephanie Wilkins,Printer Paper,Office Supplies,Printer Paper,South,Wyoming,South Michaeltown,2026-06-15,5,2576.51,252.4,0.17
ORD6187,CUST9736,Bethany Malone,Desk,Furniture,Desk,West,Pennsylvania,West Jay,2026-04-20,9,3076.05,547.11,0.27
ORD6188,CUST3310,Derek Jones,Printer Paper,Office Supplies,Printer Paper,North,West Virginia,West Matthew,2025-05-28,7,4931.39,688.61,0.17
ORD6189,CUST4786,Amanda Moses,Desk,Furniture,Desk,East,Pennsylvania,Brandonstad,2026-03-06,2,3474.76,957.65,0.09
ORD6190,CUST7681,Tanner Irwin,Folder,Office Supplies,Folder,North,New Hampshire,East Benjaminchester,2024-06-11,7,1453.43,157.84,0.14
ORD6191,CUST9184,Lori Chavez,Folder,Office Supplies,Folder,West,California,South William,2026-03-07,1,2881.24,199.23,0.07
ORD6192,CUST4293,Frank Lyons MD,Sofa,Furniture,Sofa,South,Virginia,Kristinmouth,2024-01-11,5,4228.95,349.42,0.2
ORD6193,CUST9371,Kaitlin Welch,Notebook,Office Supplies,Notebook,South,South Carolina,West Timothy,2024-03-02,5,4888.22,895.25,0.44
ORD6194,CUST8748,Stephanie Park,Mouse,Technology,Mouse,North,Pennsylvania,New Susanfort,2024-04-02,4,2780.59,539.53,0.39
ORD6195,CUST1167,Jessica Clark,Notebook,Office Supplies,Notebook,East,California,Gilbertshire,2024-07-13,9,1350.2,163.33,0.18
ORD6196,CUST4593,Timothy Sloan,Folder,Office Supplies,Folder,North,Pennsylvania,Prattmouth,2024-11-16,5,1873.36,123.56,0.49
ORD6197,CUST7278,Barbara Allen,Table,Furniture,Table,North,Maine,South Taylor,2026-01-29,8,1214.98,125.12,0.33
ORD6198,CUST6649,Francisco Middleton,Folder,Office Supplies,Folder,East,Rhode Island,North Beverly,2024-07-03,3,2101.76,361.16,0.14
ORD6199,CUST7905,Beth Williams,Notebook,Office Supplies,Notebook,South,Missouri,Port Michael,2023-07-07,7,4275.03,872.75,0.23
ORD6200,CUST7248,Eric Phillips,Monitor,Technology,Monitor,South,Texas,Port Olivialand,2025-08-26,7,1780.72,307.26,0.23
ORD6201,CUST2508,Gary Meyers,Printer Paper,Office Supplies,Printer Paper,West,New Mexico,North Nicholas,2025-04-27,10,1086.67,185.15,0.22
ORD6202,CUST2440,Edward Johnson,Mouse,Technology,Mouse,West,Maine,New Emily,2023-10-17,3,2209.67,181.77,0.1
ORD6203,CUST9774,David Johnson,Printer Paper,Office Supplies,Printer Paper,West,Michigan,West Christopherfurt,2024-07-17,2,1426.01,400.24,0.28
ORD6204,CUST5651,Jeffrey Reeves,Mouse,Technology,Mouse,East,Illinois,Suzanneton,2025-07-12,10,1769.13,206.19,0.24
ORD6205,CUST6341,Erik Zamora,Pen,Office Supplies,Pen,West,Virginia,West Corey,2026-01-19,3,2218.74,152.23,0.32
ORD6206,CUST7956,Ashley Dixon,Mouse,Technology,Mouse,South,Oklahoma,Lake Juliefort,2026-03-15,8,1563.32,183.03,0.14
ORD6207,CUST5513,Rebekah Mullins,Pen,Office Supplies,Pen,South,Indiana,West Kenneth,2025-08-01,2,2188.14,282.15,0.3
ORD6208,CUST8292,Selena Garcia,Keyboard,Technology,Keyboard,South,Montana,New Johnland,2025-12-05,9,3429.92,286.63,0.01
ORD6209,CUST6864,Elizabeth Walker,Laptop,Technology,Laptop,South,California,Emmatown,2024-08-27,9,3172.43,606.42,0.47
ORD6210,CUST3293,Erin Velez,Desk,Furniture,Desk,North,Virginia,Michaelshire,2025-02-23,9,4674.05,323.01,0.41
ORD6211,CUST9314,Valerie Anderson,Printer Paper,Office Supplies,Printer Paper,West,Oregon,Lake Sierraburgh,2025-02-12,6,4038.04,1089.47,0.04
ORD6212,CUST2665,Matthew Romero,Table,Furniture,Table,North,Montana,South Heather,2024-03-27,2,1475.09,82.75,0.26
ORD6213,CUST8837,Dr. Jeffrey Adkins,Table,Furniture,Table,West,Georgia,Lake Mark,2024-06-16,2,3217.33,669.89,0.02
ORD6214,CUST7978,Kevin Hensley,Mouse,Technology,Mouse,North,North Carolina,East Andrew,2024-03-10,5,483.26,62.37,0.44
ORD6215,CUST3338,Ashley Mitchell,Folder,Office Supplies,Folder,South,Montana,East Jamestown,2023-06-29,2,1682.24,251.73,0.07
ORD6216,CUST6895,Jerry Melton,Chair,Furniture,Chair,South,Delaware,Robertsport,2024-07-09,5,2032.01,144.92,0.29
ORD6217,CUST8270,Becky Contreras,Sofa,Furniture,Sofa,South,Iowa,North Colinberg,2023-12-01,8,352.77,19.15,0.48
ORD6218,CUST7031,James Wilson,Table,Furniture,Table,West,Oklahoma,Gallowayberg,2025-09-26,4,476.62,113.87,0.48
ORD6219,CUST4864,James Bryant,Notebook,Office Supplies,Notebook,East,North Dakota,South Jonathanside,2026-05-25,10,2214.18,565.26,0.02
ORD6220,CUST1930,Dr. Brittany Wilson MD,Table,Furniture,Table,North,Maryland,Hallton,2026-06-13,4,2625.68,275.68,0.46
ORD6221,CUST6680,Patrick Russo,Mouse,Technology,Mouse,South,Virginia,East Lindsay,2025-09-19,6,2824.38,660.36,0.06
ORD6222,CUST8008,Shane Jackson,Folder,Office Supplies,Folder,North,North Dakota,Dennisville,2026-04-09,7,1296.33,274.02,0.11
ORD6223,CUST3189,Melissa Rodriguez,Table,Furniture,Table,North,Ohio,Crawfordland,2025-02-23,2,2637.58,373.38,0.19
ORD6224,CUST3365,Vanessa Bailey,Keyboard,Technology,Keyboard,South,Colorado,Matthewfort,2025-02-06,2,2760.08,684.07,0.05
ORD6225,CUST8116,Thomas Kemp,Chair,Furniture,Chair,West,New York,Barneshaven,2025-09-07,1,1307.51,82.01,0.16
ORD6226,CUST6501,Morgan Good,Table,Furniture,Table,South,Missouri,Millerbury,2026-04-04,1,4967.39,542.28,0.44
ORD6227,CUST7391,Brady Campbell,Monitor,Technology,Monitor,West,West Virginia,West Kevinfurt,2023-07-28,8,3370.37,584.74,0.0
ORD6228,CUST8956,Patrick Baker,Desk,Furniture,Desk,West,Illinois,Fordfurt,2025-02-21,4,3540.99,575.4,0.08
ORD6229,CUST9262,Bridget Murray,Notebook,Office Supplies,Notebook,West,Rhode Island,South Colleenfurt,2026-04-21,6,3604.88,734.08,0.45
ORD6230,CUST4269,Nathan Bass,Printer Paper,Office Supplies,Printer Paper,South,Oklahoma,West Michelleberg,2025-06-03,6,1038.43,214.01,0.2
ORD6231,CUST3590,Roger Mendoza,Folder,Office Supplies,Folder,East,New Jersey,West Shannonborough,2023-08-06,9,2046.96,542.17,0.1
ORD6232,CUST1691,Tyler Quinn,Table,Furniture,Table,South,Minnesota,Harperport,2026-05-23,8,2890.47,719.88,0.42
ORD6233,CUST1643,Brian Ramirez,Pen,Office Supplies,Pen,North,North Carolina,East Joanna,2025-06-09,3,752.3,153.14,0.15
ORD6234,CUST3414,Robert Bautista,Monitor,Technology,Monitor,South,Wisconsin,Port Heather,2025-02-19,2,3258.52,967.04,0.23
ORD6235,CUST8775,Joyce Snyder,Mouse,Technology,Mouse,North,Rhode Island,Sarahton,2025-10-04,3,2710.3,249.05,0.09
ORD6236,CUST3771,Michael Boone,Printer Paper,Office Supplies,Printer Paper,West,Iowa,New Travis,2026-02-04,9,979.82,264.43,0.03
ORD6237,CUST9197,Max Bryant,Table,Furniture,Table,East,Michigan,North Victoriaside,2023-10-31,7,1663.99,213.48,0.21
ORD6238,CUST6416,Cristina Garcia,Monitor,Technology,Monitor,East,Pennsylvania,Port Aimeechester,2023-08-30,5,4293.29,728.71,0.08
ORD6239,CUST5578,Brad Harris,Mouse,Technology,Mouse,South,Oregon,Christyfurt,2025-02-12,10,740.97,214.91,0.21
ORD6240,CUST7865,Donald Martin DVM,Printer Paper,Office Supplies,Printer Paper,North,Indiana,Priceton,2024-09-06,9,2228.07,396.15,0.01
ORD6241,CUST1067,Traci Ross,Table,Furniture,Table,North,Arizona,Lake Stacyfort,2025-04-07,2,2106.52,616.56,0.28
ORD6242,CUST8161,Christian Harris,Folder,Office Supplies,Folder,East,Tennessee,Hillstad,2024-12-25,8,244.6,73.05,0.26
ORD6243,CUST7011,Julie Larsen MD,Laptop,Technology,Laptop,East,Indiana,South Charles,2026-06-20,6,4933.76,1406.44,0.24
ORD6244,CUST4922,Christina Griffin,Keyboard,Technology,Keyboard,West,Kansas,New Alexis,2025-11-05,6,4380.69,984.92,0.15
ORD6245,CUST6666,Michael Brown,Folder,Office Supplies,Folder,East,Mississippi,West Robert,2025-04-09,1,2252.36,656.42,0.0
ORD6246,CUST1462,Jose Becker,Sofa,Furniture,Sofa,North,Oklahoma,New Deannamouth,2025-04-09,8,2106.43,275.33,0.1
ORD6247,CUST3910,Peter Wilson,Monitor,Technology,Monitor,East,Florida,Joshuastad,2024-01-19,2,1555.09,374.29,0.03
ORD6248,CUST8678,Cheryl Conner,Desk,Furniture,Desk,East,Vermont,East Teresa,2026-03-04,5,4405.52,1226.72,0.25
ORD6249,CUST7343,Erik Johnson,Monitor,Technology,Monitor,East,Nebraska,Melissaport,2025-04-01,1,3893.02,815.84,0.43
ORD6250,CUST5997,Megan Whitaker,Desk,Furniture,Desk,South,Arizona,East Shari,2024-02-01,1,3317.93,679.17,0.19
ORD6251,CUST8364,Evelyn Moore,Monitor,Technology,Monitor,North,Tennessee,Cannonborough,2026-01-25,8,2663.18,526.85,0.29
ORD6252,CUST1407,Anthony Johnson,Notebook,Office Supplies,Notebook,South,Alabama,Valencialand,2025-09-30,3,4944.41,855.54,0.22
ORD6253,CUST8481,Diane Taylor,Printer Paper,Office Supplies,Printer Paper,South,Pennsylvania,New Vickiebury,2026-02-08,7,3082.54,791.41,0.45
ORD6254,CUST1036,Ian Johnson,Monitor,Technology,Monitor,South,North Carolina,Wilsonmouth,2023-11-13,1,2932.14,782.52,0.05
ORD6255,CUST1181,Veronica Jones,Folder,Office Supplies,Folder,South,Wyoming,Baileyhaven,2024-09-24,6,1557.73,270.21,0.24
ORD6256,CUST8474,Corey Smith,Sofa,Furniture,Sofa,East,Mississippi,Melanieton,2026-06-09,2,2209.74,235.38,0.21
ORD6257,CUST2553,Kevin Waller,Pen,Office Supplies,Pen,North,Hawaii,Lake Pamelashire,2025-10-10,2,1669.18,158.28,0.37
ORD6258,CUST1538,John Mendoza,Folder,Office Supplies,Folder,North,Oklahoma,Raymouth,2024-05-30,6,2393.83,296.5,0.03
ORD6259,CUST9719,Craig Day,Monitor,Technology,Monitor,North,Oklahoma,New Johnburgh,2024-04-04,4,2432.73,661.15,0.12
ORD6260,CUST1040,Rita Mitchell,Chair,Furniture,Chair,South,North Dakota,Chapmanfurt,2025-01-14,2,1258.6,327.07,0.45
ORD6261,CUST7258,Lisa Mccarty,Monitor,Technology,Monitor,East,Florida,South Javier,2025-11-29,2,1088.21,230.85,0.42
ORD6262,CUST1538,Deanna Lopez,Pen,Office Supplies,Pen,South,Idaho,North Earl,2024-09-27,4,3978.35,775.41,0.03
ORD6263,CUST4923,Cindy Matthews,Keyboard,Technology,Keyboard,North,Michigan,North Timothy,2025-08-18,8,398.15,30.48,0.29
ORD6264,CUST2699,Richard Downs,Monitor,Technology,Monitor,South,South Dakota,Blackwellmouth,2023-08-06,10,436.66,43.94,0.03
ORD6265,CUST1997,Theodore Small,Table,Furniture,Table,North,Rhode Island,Jameschester,2024-10-22,6,3819.65,206.51,0.4
ORD6266,CUST4033,Mr. Joseph Floyd,Folder,Office Supplies,Folder,West,Pennsylvania,Michaelbury,2024-06-26,1,4265.12,992.47,0.15
ORD6267,CUST8281,Megan Martin,Mouse,Technology,Mouse,South,Michigan,Bettymouth,2025-11-01,5,2337.54,249.28,0.34
ORD6268,CUST4881,Natasha Thompson,Desk,Furniture,Desk,North,Utah,North Maria,2025-04-01,9,2090.99,185.2,0.48
ORD6269,CUST4652,Erin Yu,Notebook,Office Supplies,Notebook,West,Tennessee,West Paultown,2024-07-24,5,4740.77,677.74,0.24
ORD6270,CUST7336,James Hughes,Desk,Furniture,Desk,East,Ohio,Dylanfurt,2025-04-04,2,3646.17,614.78,0.45
ORD6271,CUST7761,George Gallegos,Mouse,Technology,Mouse,North,California,West Cindy,2025-07-31,5,2015.38,568.92,0.32
ORD6272,CUST5813,Christian Smith,Mouse,Technology,Mouse,East,Nevada,South Ryanbury,2024-01-05,8,2133.44,436.92,0.09
ORD6273,CUST9345,Michael Ferrell,Pen,Office Supplies,Pen,South,New Jersey,Lake Christopherside,2024-03-05,1,333.13,80.0,0.03
ORD6274,CUST4338,Janet Myers,Pen,Office Supplies,Pen,South,Utah,Luisshire,2025-05-10,7,2054.2,321.32,0.1
ORD6275,CUST3456,Stephanie Craig,Folder,Office Supplies,Folder,South,Colorado,South Shellymouth,2023-08-07,2,2427.57,402.92,0.06
ORD6276,CUST6395,Jessica Shaw,Sofa,Furniture,Sofa,South,Mississippi,Campbellchester,2025-01-08,8,133.99,15.29,0.08
ORD6277,CUST8125,Sue Gilbert,Sofa,Furniture,Sofa,West,Virginia,Scottland,2024-08-06,7,2053.46,474.7,0.05
ORD6278,CUST6771,Scott Ryan,Mouse,Technology,Mouse,West,Delaware,North Jennifer,2024-10-05,8,4510.54,1339.39,0.08
ORD6279,CUST8332,Kevin Castro,Folder,Office Supplies,Folder,North,Nebraska,Crystalview,2026-03-13,1,3103.71,795.32,0.14
ORD6280,CUST9888,April Harris,Chair,Furniture,Chair,North,Idaho,Port Tammy,2023-08-07,6,4223.43,237.03,0.38
ORD6281,CUST6378,Kyle Campbell,Laptop,Technology,Laptop,South,Massachusetts,South Monicaside,2024-05-02,8,314.25,85.99,0.08
ORD6282,CUST7218,Pamela Pearson,Pen,Office Supplies,Pen,North,Pennsylvania,Kyleport,2023-08-19,7,1400.7,349.55,0.33
ORD6283,CUST6341,Melissa Holmes,Keyboard,Technology,Keyboard,South,Florida,Cynthiaton,2026-01-11,8,2462.03,499.49,0.24
ORD6284,CUST2697,Daniel Jones,Notebook,Office Supplies,Notebook,North,Virginia,Stewarttown,2024-04-24,5,2970.87,661.64,0.12
ORD6285,CUST6377,Michael Richardson,Chair,Furniture,Chair,West,Wisconsin,West Nicholasside,2023-09-08,7,2927.06,242.43,0.31
ORD6286,CUST2020,Rhonda Wu,Laptop,Technology,Laptop,West,Georgia,North Kayla,2025-06-24,2,4870.05,559.27,0.17
ORD6287,CUST2983,Tony Knox,Monitor,Technology,Monitor,South,Mississippi,Jenniferville,2024-01-22,1,904.25,114.46,0.37
ORD6288,CUST5925,Tammie Cruz,Desk,Furniture,Desk,East,Michigan,Kruegerland,2025-11-11,5,3801.33,526.96,0.4
ORD6289,CUST6393,Dr. Norman Kim,Mouse,Technology,Mouse,West,Minnesota,Lake Melissa,2026-03-02,1,2062.49,115.4,0.48
ORD6290,CUST8980,Dean Lewis,Keyboard,Technology,Keyboard,North,Rhode Island,Fergusonshire,2025-05-02,3,2511.65,620.84,0.21
ORD6291,CUST8815,Patricia Parsons,Desk,Furniture,Desk,East,Washington,West Michaelchester,2023-09-25,9,1044.73,67.6,0.04
ORD6292,CUST8856,Jamie Colon,Desk,Furniture,Desk,North,North Carolina,Elizabethshire,2026-01-17,2,4000.37,946.58,0.33
ORD6293,CUST4687,Jennifer Thompson,Pen,Office Supplies,Pen,West,Kentucky,Jackport,2025-05-05,7,1530.06,124.53,0.08
ORD6294,CUST9499,Jeremy Khan,Notebook,Office Supplies,Notebook,East,Alabama,New Alicia,2024-10-28,2,2047.8,188.41,0.48
ORD6295,CUST2207,Christopher Williams,Printer Paper,Office Supplies,Printer Paper,East,Colorado,Simstown,2025-11-17,6,2289.28,470.76,0.01
ORD6296,CUST8799,Teresa Mcbride,Keyboard,Technology,Keyboard,West,New York,New Cameronview,2024-12-26,4,1967.17,255.02,0.2
ORD6297,CUST3325,Jeff Krause,Chair,Furniture,Chair,South,Wisconsin,Leemouth,2025-02-26,9,4449.83,1222.95,0.31
ORD6298,CUST6640,Carl Chapman,Notebook,Office Supplies,Notebook,East,Texas,Mossview,2025-02-03,8,1525.09,300.35,0.01
ORD6299,CUST7535,Zachary Freeman,Mouse,Technology,Mouse,East,California,New Mark,2026-01-11,4,2087.1,554.6,0.2
ORD6300,CUST9266,Julie Cole,Printer Paper,Office Supplies,Printer Paper,East,Kentucky,New Michaelfort,2026-01-15,5,914.79,261.63,0.23
ORD6301,CUST4390,Alejandro Terry,Notebook,Office Supplies,Notebook,North,Pennsylvania,Graymouth,2024-08-01,4,296.65,38.83,0.47
ORD6302,CUST5762,Stephanie Walker DDS,Notebook,Office Supplies,Notebook,North,Vermont,New Brandon,2026-02-18,9,3953.56,624.61,0.38
ORD6303,CUST1684,Dalton Lee,Pen,Office Supplies,Pen,South,North Carolina,Port Gina,2023-08-26,7,4224.78,1155.64,0.49
ORD6304,CUST7836,David Lowery,Keyboard,Technology,Keyboard,West,South Dakota,New Amanda,2024-12-12,1,3706.28,312.09,0.13
ORD6305,CUST2001,Alice Vasquez,Folder,Office Supplies,Folder,North,Illinois,Amyside,2024-04-06,6,2539.37,682.29,0.43
ORD6306,CUST4259,Edward Rios,Laptop,Technology,Laptop,North,Ohio,South Rosestad,2024-12-31,9,2929.89,549.48,0.33
ORD6307,CUST5682,Kevin Barry,Table,Furniture,Table,South,Delaware,Fisherland,2025-10-24,1,409.79,108.06,0.05
ORD6308,CUST4570,Denise Russell,Monitor,Technology,Monitor,East,Maryland,Brianfort,2024-10-10,1,4012.87,205.88,0.0
ORD6309,CUST3563,Kimberly Mitchell,Desk,Furniture,Desk,North,Oklahoma,North Anthonyfurt,2026-05-12,2,2243.16,428.38,0.49
ORD6310,CUST1070,Jerry Yang,Mouse,Technology,Mouse,South,Michigan,West Sharonland,2025-01-05,8,3058.54,741.56,0.42
ORD6311,CUST3791,Adam Jackson,Chair,Furniture,Chair,West,Oklahoma,East Stephaniemouth,2025-08-19,10,1741.59,457.88,0.36
ORD6312,CUST5984,Robert Wise,Notebook,Office Supplies,Notebook,North,Pennsylvania,Robertmouth,2025-12-07,10,1477.44,152.92,0.06
ORD6313,CUST7299,Dr. Sabrina Allen,Laptop,Technology,Laptop,South,New Mexico,Alexandrastad,2025-05-29,8,1879.0,101.32,0.16
ORD6314,CUST2957,Brooke Williams,Pen,Office Supplies,Pen,South,Wisconsin,Danielleton,2025-10-19,10,1335.62,372.29,0.39
ORD6315,CUST6587,David Jones,Printer Paper,Office Supplies,Printer Paper,South,Missouri,Lopezshire,2024-10-01,10,4985.38,1008.05,0.44
ORD6316,CUST4373,Jason Lang,Chair,Furniture,Chair,North,Rhode Island,South Arthur,2024-05-01,5,3614.24,446.38,0.43
ORD6317,CUST8074,Christina Jones,Table,Furniture,Table,North,Louisiana,Ericmouth,2024-07-22,1,3474.8,702.49,0.5
ORD6318,CUST5995,Robert Dean,Notebook,Office Supplies,Notebook,West,Tennessee,East Shariport,2024-12-22,8,2420.87,149.13,0.33
ORD6319,CUST6217,Jennifer Marshall,Keyboard,Technology,Keyboard,South,Delaware,Scottview,2025-01-04,3,3820.68,308.36,0.38
ORD6320,CUST1563,Gary Martinez,Laptop,Technology,Laptop,South,Georgia,North Carlyton,2025-08-11,2,716.34,169.52,0.24
ORD6321,CUST3049,Ryan Lee,Table,Furniture,Table,West,South Carolina,Jimenezbury,2026-04-26,3,2712.42,189.65,0.36
ORD6322,CUST2443,Thomas Martin,Monitor,Technology,Monitor,West,North Carolina,North Amberland,2025-08-20,10,943.42,235.32,0.45
ORD6323,CUST1962,Beverly Wilson,Mouse,Technology,Mouse,West,Washington,Port Lori,2026-04-18,6,1369.87,251.47,0.21
ORD6324,CUST7263,Adam Guerrero,Mouse,Technology,Mouse,West,Missouri,Lake Samanthaview,2024-10-12,2,1986.68,166.14,0.4
ORD6325,CUST5990,Rita Lee,Folder,Office Supplies,Folder,West,Idaho,Scottchester,2023-08-17,2,2569.53,512.21,0.39
ORD6326,CUST7105,Christopher Ray,Monitor,Technology,Monitor,East,Illinois,Carneyview,2025-03-29,6,381.88,24.34,0.46
ORD6327,CUST8592,James Bryant,Table,Furniture,Table,West,Virginia,Port Teresa,2023-07-06,4,2304.32,126.82,0.05
ORD6328,CUST5206,Logan Thompson,Sofa,Furniture,Sofa,North,Wisconsin,Schmidtburgh,2024-10-04,6,440.01,127.82,0.3
